0,1,2,3,4,5,6,7
-2.7361846e-09,1.8461055e-09,-3.9409262e-10,-7.6670485,-2.9446845e-09,1.4691282e-09,8.7227e-10,5.1566476e-09
-6.876654e-08,-2.98387e-08,-2.9562942e-08,0.41201484,1.0048267e-08,-4.6205518e-08,-2.8880267e-08,-8.748877e-08
-2.7843823e-09,1.0203343e-08,-9.430572e-11,1.9026285,-3.2963174e-09,9.535304e-11,5.1721645e-09,9.323543e-09
-5.0649924e-09,5.5023515e-09,-6.472545e-10,-0.91419804,-3.3700744e-09,3.8451313e-09,1.5579664e-09,2.9798348e-09
1.6756417e-09,4.4832613e-09,-4.2587796e-09,2.8799882,-5.190759e-09,8.509684e-10,-7.682998e-10,-1.2041271e-09
-9.795755e-07,9.863769e-08,-4.2326272e-07,3.2921016,-5.4946145e-07,1.0005127e-06,3.532794e-07,-1.9813997e-07
-3.947542e-09,7.151822e-09,1.2134665e-09,1.8470569,-2.1201602e-10,4.622697e-09,-6.9482065e-09,9.145611e-09
-9.696589e-10,-1.440863e-09,-2.7106878e-10,1.2827852,3.7062783e-10,4.843292e-10,2.2121904e-09,-7.214622e-10
3.0027194e-09,-3.6181802e-09,-5.3483347e-09,2.8852499,-5.405919e-10,4.9540116e-10,-3.175396e-09,4.4709374e-09
-6.451141e-08,-3.2350982e-08,-2.7365026e-08,-2.7371974,7.3716055e-09,-4.6696286e-08,-3.027622e-08,-9.049387e-08
-7.2405314e-08,-2.8801836e-08,-2.7935025e-08,-3.9314113,5.2080784e-09,-4.3072387e-08,-3.259272e-08,-9.643851e-08
-7.2787363e-09,7.815038e-09,8.9529284e-10,1.1934308,-6.7226797e-09,-9.99708e-10,1.4809385e-09,5.993885e-09
-6.000767e-08,-2.7108504e-08,-3.0029014e-08,-4.2935486,9.936212e-09,-3.9698133e-08,-3.597554e-08,-8.899894e-08
-1.41695e-09,2.408062e-09,5.2637037e-11,3.472812,1.8417171e-09,-2.2521662e-10,-8.1185175e-10,3.2749483e-09
-7.019541e-08,-2.6493828e-08,-2.9210415e-08,-4.8187265,7.917357e-09,-4.4376478e-08,-2.7558217e-08,-9.1848094e-08
1.9840196e-09,1.5685634e-09,-3.3867067e-09,1.089905,9.274006e-10,-1.0859486e-09,-6.5907485e-10,3.0153555e-09
-2.992015e-08,-1.6982096e-08,-2.1416751e-08,-1.6735631,5.2285007e-09,-4.8392646e-08,-8.96519e-09,-4.571451e-08
1.9783792e-09,-2.1914968e-09,-2.0860436e-09,1.8020133,-6.0564387e-10,-2.0413058e-09,-4.1249026e-09,-1.4277616e-09
-2.7676639e-09,-6.0125044e-10,9.957767e-10,-1.3369552,-2.298392e-09,1.8218203e-09,3.1177718e-09,3.3283127e-09
-6.975423e-08,-3.283893e-08,-2.6888848e-08,-3.8904643,1.4008083e-08,-4.5909204e-08,-2.3758297e-08,-9.947433e-08
-2.3890392e-09,-5.0839045e-11,1.0411919e-09,-0.55656374,-4.132944e-09,2.1052915e-09,3.2079248e-09,6.672184e-10
-6.391472e-08,-2.5611035e-08,-2.463912e-08,-2.552679,1.1988805e-08,-3.9483762e-08,-2.8537976e-08,-8.351539e-08
2.2995185e-10,-2.0976858e-09,1.3212226e-09,-0.56663835,-8.4104707e-10,-7.8507273e-10,-1.8880828e-09,3.9737778e-09
-4.6363517e-09,6.223589e-09,2.1455961e-09,2.2697346,-6.8599135e-09,2.4735567e-09,1.9806834e-09,7.302722e-09
-1.19916e-09,4.8046e-09,1.7384891e-09,3.1157005,-2.1745672e-09,-1.2636262e-09,-5.642188e-09,-1.5993086e-10
3.368059e-09,2.665622e-09,-3.082115e-09,3.3370159,-4.662957e-09,1.6104298e-09,8.017133e-09,-9.079279e-10
-4.9952543e-08,-2.4988932e-08,-2.2105676e-08,0.6691945,-2.5740328e-09,-3.9908706e-08,-3.1747984e-08,-5.116337e-08
3.7613037e-09,-9.069395e-10,-3.730811e-09,3.257903,3.0619055e-10,-5.814823e-10,-3.0472402e-09,1.2824057e-09
1.5143232e-09,-1.0039007e-09,-4.778772e-09,1.9737759,-6.764886e-10,-1.0189272e-09,2.2305635e-09,-1.024636e-09
-3.7487395e-09,2.8306097e-09,2.8520921e-09,-0.6651863,3.847982e-09,1.1106197e-09,2.921633e-11,3.859783e-09
9.971625e-10,-5.9962306e-09,8.5399066e-10,-0.6787518,-3.510648e-09,2.0499762e-09,1.3930969e-10,2.9005323e-09
-8.586666e-09,5.9251213e-09,3.0099314e-09,-1.8022958,-7.223526e-10,1.8458716e-09,-4.740313e-09,9.136167e-09
2.1839455e-09,-1.1296364e-09,-3.6325223e-09,1.6693147,9.112404e-10,-1.5764002e-09,3.7256254e-10,3.9039647e-10
-6.849043e-08,-3.2742463e-08,-2.9969407e-08,-3.0535917,8.017187e-09,-4.2998703e-08,-3.026278e-08,-9.0560654e-08
-5.600456e-08,-2.413897e-08,-2.4519332e-08,0.58869916,1.2581932e-08,-4.301202e-08,-3.0479253e-08,-6.91125e-08
5.0864175e-09,-3.945481e-09,-3.2869119e-09,3.1133037,-7.7795e-10,1.4189573e-09,3.2803868e-10,1.4227366e-09
7.66498e-10,4.0755985e-09,-3.945643e-09,3.3585906,-3.761657e-09,2.0628923e-09,-5.9847044e-10,3.4961563e-09
-7.609971e-08,-2.87531e-08,-2.8405415e-08,-6.793364,6.6450605e-09,-4.3824137e-08,-3.168037e-08,-9.419132e-08
2.4319302e-09,-9.988763e-10,-4.6442428e-09,1.1608409,-1.4249184e-09,-8.5039004e-10,-5.260188e-11,1.6934223e-09
-1.5930555e-09,7.360017e-09,-1.4071113e-09,4.397209,-5.2537943e-09,5.353742e-09,2.0219133e-09,1.0249431e-08
-5.072191e-08,-1.522847e-08,-1.3449561e-08,-4.1300664,1.0464611e-09,-3.2589625e-08,-3.74099e-08,-6.033399e-08
-5.837513e-09,2.6063987e-09,7.397669e-10,1.0199535,-6.4581647e-09,-9.783654e-10,3.2942382e-09,5.2415494e-10
-9.432844e-09,8.06798e-09,7.442973e-10,-2.2323685,-3.3103024e-11,3.1732663e-09,-1.6276815e-09,6.7008514e-09
2.5290512e-09,-3.726272e-09,-4.1451846e-09,3.0363588,-2.9384366e-09,-9.953225e-10,1.4001571e-10,1.4454347e-09
-4.743282e-09,2.4852962e-09,2.4558924e-09,1.8772684,-5.930865e-09,1.4326884e-09,-9.837111e-10,-8.2068734e-11
-6.5493726e-09,6.487888e-09,1.7536977e-09,-1.9827582,-2.266321e-09,1.8770723e-09,4.3284123e-09,5.570415e-09
-7.851417e-08,-2.860264e-08,-2.5882143e-08,1.9506533,5.5343627e-09,-4.6268962e-08,-2.2198854e-08,-9.481282e-08
3.4504417e-09,4.892573e-11,-2.6994311e-09,2.885131,-3.8749826e-09,7.3986976e-11,4.5586654e-09,3.5003698e-09
-3.74968e-09,6.16448e-09,4.1609183e-09,3.5219426,-2.0116957e-09,4.079477e-09,3.4595942e-09,-1.4092738e-09
1.8144845e-09,-3.0514833e-09,-4.62644e-09,2.5250835,-1.5828964e-09,-6.232515e-10,-1.7423853e-09,-3.1271727e-09
2.8538711e-09,-1.3003579e-09,-4.0975716e-09,3.2222927,-1.0800905e-09,1.9218585e-10,2.4261912e-09,1.6936742e-09
3.7778483e-09,-1.0230713e-09,-3.990851e-09,3.0153303,-1.4743459e-09,-1.9340658e-09,-1.2140958e-10,-6.1342076e-10
-1.3076513e-09,-2.4582816e-10,-4.3236772e-10,0.37353265,-2.3487032e-09,1.0297558e-09,-1.6555707e-09,3.5959702e-09
-3.6696284e-09,1.4041712e-09,-1.6292753e-09,-3.6163664,-4.31463e-09,1.4853035e-09,6.1164934e-10,7.182018e-09
-2.6929517e-10,3.0049558e-09,-1.808004e-09,2.7168937,-3.1759821e-09,1.5216393e-09,-2.9732783e-10,-1.2762773e-10
-2.906569e-09,1.7830171e-09,-2.9551148e-10,-1.3431214,-8.6927876e-10,-3.2662033e-09,-5.663541e-10,3.5146022e-09
-8.89634e-08,-4.0811603e-08,-2.930038e-08,-2.2406707,9.361822e-09,-4.2774115e-08,-2.982186e-08,-1.0192158e-07
