0,1,2,3,4,5
3.0,3.0,1.3664987083172806,1.2969664348701526,1.9155282040063484,1.011973214552327
1.8482066319547716,1.7420258736412493,0.9175685098683685,0.0,2.0,0.7295395386438871
1.5873922664961042,3.0,2.6398185026292302,1.7221051245651515,1.8041758082327077,1.2176554364549124
0.0,3.0,0.0,1.516490260327703,2.0,2.0
2.1761216710946942,3.0,1.900546540577453,2.0,1.6162813322894978,2.0
1.960297732284659,3.0,1.799307185658115,1.8003622515553626,1.1649037443371537,2.0
2.702792628457234,0.7937264514604586,2.0867611899273504,1.645213919112347,2.0,1.963846025081902
1.2040296723820016,1.8385672946965077,0.0,0.0,1.542060563862178,1.1470073271595576
1.4790171957111495,3.0,2.3512261587540824,1.8326469462905075,2.0,1.8133606526682071
3.0,2.8825482669691787,1.837116093164898,1.0447256595873038,0.0,1.9204399809778683
0.0,0.892909498697173,3.0,2.0,1.8108864472993527,2.0
2.3623258619718746,2.366036869096497,3.0,1.752025711750369,2.0,2.0
2.065229989498916,1.5533866294403504,1.261083406157771,2.0,1.8244655761391655,1.9647332762301315
2.730057537676673,1.7481820701906265,2.503092949772282,0.0,1.078093871494059,2.0
1.4335142822225055,0.0,3.0,1.191079248982437,1.2145189857526824,1.86549763260216
0.0,1.9647085247583365,2.7257707742467554,2.0,1.22781756862412,2.0
0.0,3.0,3.0,0.0,0.0,2.0
0.0,3.0,3.0,2.0,1.014834512063022,1.8811720070254854
0.0,3.0,2.111138735959181,1.8675683426304417,1.955852993010569,0.6047949594687669
2.012428178703729,2.622330267666069,3.0,0.0,1.7752634862104242,1.728058518460408
1.349941715725949,2.3253512298312,3.0,2.0,2.0,0.34110156068134334
1.9737875997777201,1.27786124196616,1.8202251429896634,0.0,1.09544825126409,1.9028257413629355
1.5128720651006486,3.0,2.0276843916375564,1.1314255381996476,0.8201148401270153,2.0
2.5522451801622004,2.5623234148692315,0.0,2.0,1.219558643068073,1.9107232046660951
1.199517380227389,1.106959893146305,0.0,1.864596978777205,2.0,0.9201883835148745
3.0,2.65556085543713,1.4599519952617328,2.0,0.9822394781612388,0.0
3.0,1.1049141104572064,3.0,2.0,2.0,2.0
1.8512400685112858,2.5630132327514588,3.0,1.4481203469956423,0.0,1.884407643521743
2.968204538261047,1.4522673390409622,3.0,1.889033132516932,1.6885809892723165,2.0
3.0,2.140517998975866,2.5230856361193714,1.2564231527797751,2.0,2.0
3.0,3.0,1.0651650207506436,1.9329185143291197,1.658749660775373,2.0
1.6783786911950571,2.7058519427800585,3.0,2.0,1.6146081351426107,1.9562692766597662
2.425644554591475,1.4084139718540536,2.050757000687141,1.4981238605572575,1.94897960937517,2.0
2.310812499856044,3.0,3.0,0.0,0.0,2.0
2.4577673345611615,2.023585048971872,1.9664367613633864,0.0,0.0,2.0
2.386297602832491,1.0044058961139974,1.1824103311914724,1.970456458835971,1.5485290045497764,0.8499997604606078
0.0,2.136486139074892,1.5911146040922208,1.7393715571091541,1.782377576668279,1.1732034240386713
2.197253680657837,2.6667160748114376,3.0,1.6234295424185592,0.644958743638679,1.9213695525354209
3.0,1.4877911351577628,2.231671373174834,1.6512959260814535,2.0,2.0
2.5535522159776876,2.6315985920254428,2.0637400062872664,1.3209355405043717,2.0,2.0
3.0,3.0,1.6799156122540488,2.0,2.0,1.6984872135319797
3.0,3.0,3.0,2.0,0.0,0.0
2.8223292675370835,1.7221189440034634,1.9664997602633514,1.9625682541941387,1.1444638943881122,2.0
3.0,3.0,1.0139798497780828,0.8397398407865169,2.0,2.0
2.309475835982411,3.0,2.327840466388416,1.236091613863145,1.7216474902398993,2.0
2.349832592472415,2.8554429040812743,2.4452903729827216,2.0,1.7258785878799392,2.0
3.0,2.332457839533267,3.0,1.4751619963229619,1.7493351975971283,1.0718570992057532
2.6573346500314887,2.079336098949563,3.0,0.0,1.846050295960897,2.0
3.0,0.5060258062510431,0.0,0.0,1.5557336126429684,2.0
