0,1,2,3,4,5,6,7,8
12.0,0.0,24.689576561209826,3.1129669826866913,0.0,6.0,11.454821039478066,29.807099034271996,20.40288490776943
0.0,14.0,16.04543838448438,4.0,15.076602033731987,4.044905277235363,10.30771289318865,18.12245010736681,33.0
0.0,2.0351598099553008,0.0,2.7198122076730225,21.0,6.0,9.51501650935378,23.372696071809962,33.0
4.700007212429702,14.0,26.757722726234416,2.456147249785558,21.0,3.9763741938119295,12.624988043824514,25.98486903332796,33.0
11.758217260063228,4.012930383069995,28.0,4.0,8.204148212105329,6.0,12.52231857150514,0.0,33.0
0.0,7.223238689248663,5.208852359907923,1.5259363245974873,20.341567964324508,5.222713480885172,18.0,20.70133865367105,33.0
12.0,14.0,28.0,0.0,5.6940148713921745,1.828123198849441,0.0,54.0,0.0
5.604341974369775,0.0,11.31679236967561,4.0,21.0,2.6553342513520835,9.276484092047141,35.00578103431708,33.0
12.0,8.266434737128662,28.0,1.3140727525329328,21.0,0.0,4.791917863148227,54.0,33.0
0.0,14.0,18.8268496805427,3.8973246697064408,19.231649067481996,3.047993301272935,18.0,14.430759712448511,0.0
0.0,7.5801701032484825,16.65831640126648,3.1457850688261084,21.0,5.290429020308759,0.0,0.0,21.52955088973339
12.0,4.431897352345414,17.993903657458336,2.5897239692634675,21.0,6.0,6.823523057644386,51.95449639596413,33.0
5.508837018651026,14.0,14.744246636227311,2.533195832319207,21.0,2.794816830437546,8.520257293223125,54.0,33.0
0.0,0.0,5.137480944338198,2.1746840153542655,21.0,3.8848224072317854,0.0,53.302501426921665,0.0
1.4500538080435934,6.496308089059497,19.09933171690509,4.0,13.126583700558259,2.3999817802919052,12.66250399998107,54.0,11.99546636486251
9.741803704496466,14.0,28.0,4.0,0.0,5.821528711917352,11.217592108004213,31.890681109709476,23.41195505692799
6.459916340057406,6.971047733489871,10.359800923951816,4.0,7.438568205308151,2.390668007571029,0.0,26.03963831696111,13.620623603079023
12.0,5.156231811439989,12.024706775789411,3.04546734762501,7.736828636659961,2.860515873801546,15.105891283465057,37.80682608572555,33.0
12.0,10.080087730332972,13.610824935149092,4.0,0.0,3.6934994823727703,11.76664645419794,30.482859460234767,14.26693138386025
12.0,14.0,15.219180501604766,4.0,16.053589346010803,6.0,12.745685371593915,21.381769104992205,33.0
12.0,8.128527115337402,14.441045129730004,4.0,0.0,4.971480596362423,10.651511617431316,4.666214512354515,33.0
12.0,11.436860071099362,0.0,2.328004609508652,8.904465912592677,3.9444808019788113,16.125993707883158,54.0,33.0
0.0,14.0,9.383541434020048,3.7503899898639723,18.80444198655093,2.2530366371461708,18.0,35.20181419344842,33.0
8.031958147046824,6.548450836615445,22.847190717548457,3.8257340417508052,21.0,5.159852202872001,7.553106920086371,37.47895324003302,33.0
6.193020332514039,0.0,15.725807111338908,0.0,2.899633586123565,1.5861069573685598,11.259068572731914,54.0,33.0
12.0,8.41639262585176,12.347836733156317,4.0,18.087061601483235,2.7211167591596555,13.91305257072244,54.0,33.0
12.0,5.3659800875601,15.976453998630852,1.4772677666572962,5.025705438874141,3.5964329103182724,18.0,54.0,0.0
12.0,14.0,0.0,3.2517580650207516,21.0,4.388268155463961,0.0,23.38920835687038,0.0
12.0,9.16708702835894,23.102659744665804,2.6722951529807752,0.0,2.2507585380222204,18.0,0.0,0.0
2.394962695557758,6.339214039367631,14.467831715612688,2.486301602970468,13.587732704184623,4.047556250707303,9.793946766577916,34.76047867095182,33.0
9.622598550954477,0.0,2.94273181721616,4.0,20.245904418341443,2.5881228961274343,18.0,33.56736583130597,33.0
8.067739692344125,5.8696641784256975,14.90723384130662,0.0,10.964607013636105,6.0,0.0,54.0,28.659851879137204
5.043263511184429,0.0,16.142995344979163,2.4184231310676685,0.0,6.0,11.81216901244165,33.02936160115189,15.50379003413513
12.0,7.415379700960347,16.360321526864478,1.471847782327731,8.897186278415708,2.611344703667661,18.0,36.036578625151584,21.116045658597702
12.0,1.7824206262148758,13.745982317111496,4.0,14.20622908204606,6.0,0.0,31.048965168391547,33.0
7.3733047440693555,6.843060502452797,0.0,3.204942630496042,14.486434019151122,6.0,0.0,0.0,33.0
12.0,3.695216454343595,14.606720804009592,2.321791776523069,0.0,3.0811259354386134,13.673166138060711,26.78475217321591,33.0
5.104361331056231,10.42936458876793,16.464157558371006,4.0,21.0,1.1881910718463224,7.967595207499049,24.900211466144835,33.0
