0,1,2,3,4,5,6,7,8,9
5.671421572136922,8.00301579417573,2.314620874989867,4.514945974547592,0.0,2.9988013940234124,7.239029180165977,5.510124643751131,1.8956397863257435,2.225706459801564
5.265725026754244,4.034725129267757,3.0,3.0101152883974738,2.564457412434348,1.5626836369555288,7.540768510318531,0.0,0.0,0.874608716246984
3.0717894462942996,5.395004123289866,2.0962213485553027,5.260387877219608,4.0,2.872188849254952,10.0,6.0820188147703504,0.0,2.080194349810241
6.111464249674936,11.411395355964947,3.0,2.1081586994718635,4.0,3.317722446504438,10.0,4.6447789860386095,3.100443657477125,3.1705084620522523
6.777017158173578,11.04790693736255,2.7136999729993527,4.441981896107848,1.9563528123718186,4.033430928621467,3.9620031679175582,5.901100622313521,7.0,1.2376200065170873
5.7299552806256875,5.79681028717105,2.301396672062411,4.804427459923645,3.9277613713263877,3.1280756920566133,0.0,0.0,0.0,1.63959178569458
0.0,12.0,1.6657902388387862,0.0,2.8858083573087705,4.451979381499832,6.737683302859108,3.9234047459902275,3.723903979411437,4.0
8.83179108631736,4.4710867578595,3.0,6.0,2.6535915108729706,3.987023491475702,5.553419747289254,2.4150162771713246,3.8909123225764484,2.918889806819556
7.653247582298773,2.202399669713086,3.0,3.9820032347708665,2.1620117046004346,4.45296166838967,5.28081292510872,1.20519360404985,4.4996715293941625,2.9111054310956774
0.0,7.809752886255312,1.8482234444707994,5.198394683699096,3.1460066096082615,4.174108411360066,7.58195848877913,3.4390573536716706,7.0,4.0
4.107682450049561,12.0,2.5776195306496703,2.0375549999431812,2.786893818094345,1.8706055221836642,2.3385305289107503,3.792499873270377,0.0,4.0
8.54798659850481,6.202038541822514,1.164199372542132,3.979180460563302,2.1359622078268856,2.02057414571872,5.627006267010546,0.0,0.0,2.3609064893338534
2.874586721940845,0.0,3.0,6.0,3.002452543447003,1.9026990688791312,4.0627093497589275,1.1484613767160101,6.773572921086463,2.9992079612972034
2.510554159796385,4.3674426361878576,1.858413652493313,3.080617670671783,0.0,4.903652386133448,4.092188504288345,3.8754061800699464,7.0,3.0958438594274624
7.620301039366171,6.581245945151161,0.0,3.839756120934918,0.0,1.3040055473384802,0.0,3.4333339988163254,7.0,2.08241805797416
4.442559387492251,5.880855223570888,1.5018973711368047,5.268110821175224,0.0,4.511254587567078,0.8864478863781533,3.781493034844543,4.0275312959048,3.844805413936921
1.2969132684074018,9.175722578439718,3.0,5.725532846620882,4.0,4.790524683856674,0.0,4.05392226716565,3.1458965589051386,2.5085381320809716
9.0,6.8171962237952375,0.0,6.0,2.7800064929544157,4.691985360533833,5.6297342498009915,3.4963641340789717,2.70931203029917,0.0
2.4504982411267435,8.411574351955467,1.7641149944313812,6.0,2.416332575473789,2.9832461502421923,0.0,2.598325786016908,7.0,4.0
4.253920750716641,3.05678461000404,2.1017896064149078,0.0,2.4312465856270675,1.4325385771203947,10.0,1.780687578909546,2.740802158181072,4.0
0.0,10.665170725777102,3.0,4.362513450997291,1.7456232465649635,5.142711383939818,6.459237154906883,0.0,3.5287363862950993,4.0
1.816355360565432,0.0,1.0399002824250865,0.0,2.6337784766751784,3.9069830824059797,0.0,8.0,6.718800840575285,3.231523662579771
7.52077401467643,0.0,3.0,0.0,3.669277805977222,6.0,9.330780425505402,7.64483440282773,3.268797615770843,3.9483598547812053
2.0487361107940933,6.766669792600392,2.7939344524945553,4.803645630404584,4.0,0.9398102344621758,4.508604448358416,5.281930821949494,5.117556739628279,2.5262613973832595
0.0,10.080377695249657,3.0,0.0,2.3544620383032107,4.978620833757092,10.0,4.175183335998936,1.1254492522001198,0.0
0.0,5.5161521021811755,2.06800270071546,0.0,4.0,1.8504348397387334,4.928622360274919,3.5883495276103305,7.0,2.4240705672602547
5.6801211955826,8.935851801100142,3.0,5.066176957924051,3.23185446284263,2.459123758171565,7.676453745507346,8.0,4.782620091756302,4.0
7.837255542869123,5.988044115474727,1.8512687312199418,2.9217358982752812,2.320009605026934,0.21420454503570885,5.051340995367903,8.0,3.8082476619324335,4.0
7.068695464117162,0.0,1.0043511243575158,0.8475126101412851,0.4082756490733028,2.941026477874783,1.802618936806634,4.779825848868235,4.940404665809882,0.2540714051575408
0.0,2.318206766228439,1.0454727620011495,0.0,3.1809716314579193,3.6590665760023104,9.667415729159112,5.461460838133037,4.886036653051785,2.2998176991207977
5.918449315167308,12.0,1.5748024074675109,6.0,2.6114131954509667,2.9497037924652734,7.019864107496858,3.6975851875362236,7.0,3.8194204540317553
3.7202684349875343,4.432838630970444,1.0362951524052222,0.0,1.9043822789468126,3.4850859547280306,5.824652527174587,0.0,7.0,0.0
8.990354482643635,9.610769539242849,2.1823761885692177,5.398395546694984,1.1560800961795832,3.5554665346034056,3.0683477942147186,0.0,4.67381470748096,4.0
9.0,0.0,3.0,2.0853670407030864,1.9950850018840052,4.5836942523283195,10.0,0.0,2.7068120739837194,4.0
5.326894883841604,6.8544559698399885,3.0,3.874436723825581,4.0,5.723939139050406,9.265360131175026,8.0,3.3460789244238014,2.9369760834614373
3.175378254498233,7.341148006573274,3.0,5.020400463438067,1.7238290683552784,0.0,5.866684934157382,3.8657026674085713,0.0,1.8241949653750218
5.100064402776899,5.9081761356672,1.4336752914252224,3.897588020846961,1.7540376097519679,2.461970740811949,6.9571119648975355,2.833833391220999,3.902764747624087,1.9286072829644878
0.0,6.777258499190443,2.084680852739416,3.7302165653614483,4.0,4.22360870079569,8.854144404230404,4.303728905922952,3.4829143435354357,0.0
2.9118228285212666,12.0,3.0,5.3835360491399475,0.398133864141873,5.65296260945924,10.0,4.242912692883596,7.0,3.0413727068205056
