age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,6
45.558916404904416, Self-emp-not-inc,353616.60241092794, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,-188.0559310300489,65.16495775249547,40.62724801225882, United-States, >50K
34.479607870408486, Private,123005.76980404544, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,16943.003223341413,96.88603173845938,42.034836115902934, United-States, >50K
41.96240695242147, Private,75566.82704928004, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2425.995126208691,7.025756664897344,38.57596655900495, United-States, >50K
52.5966061378449, Private,103384.38593104642, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-834.1650673706065,-48.03861893810402,45.890973657061565, United-States, >50K
27.137033277870017, Private,108463.68758560113, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,-351.29907155633146,2000.540600146717,24.474217635352975, United-States, >50K
56.63509387495479, Private,141797.41751922836, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,-322.98406860215823,-51.546211965663005,54.58562422713332, United-States, >50K
53.594891277238794, Federal-gov,31127.597562474402, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5570.313692321766,28.733408120547708,39.062208547695775, United-States, >50K
40.37202886736498, Private,188961.9992034513, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,-265.9659937421129,-63.240791652716425,62.25772672878817, United-States, >50K
47.56065200501722, Private,140194.59773376296, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,380.49890872540834,-60.92330823681415,39.38212271154302, United-States, >50K
57.27564412850029, Self-emp-inc,112444.82882246157, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15022.980748336247,-43.159793509003904,66.38339802832536, United-States, >50K
35.1657175101412, Private,244981.2173561047, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5323.738943950199,-2.89466573363579,40.705957641079145, United-States, >50K
37.28750445070902, Private,95249.33163501613, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,802.8773214047742,2.7067016759144593,41.40582131953584, United-States, >50K
39.829412390655804, Private,208223.88952844567, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,273.7677654716557,19.18317888338791,40.464978103658915, United-States, >50K
60.808094612324986, Local-gov,86266.40432187002, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4091.1867076476437,-28.366236318768586,50.158959991880565, United-States, >50K
38.94136052773254, Self-emp-inc,211470.07919256797, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-62.289179091204005,29.937149916596667,58.798418087859446, United-States, >50K
37.868040874101276, Private,400996.0029382837, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,796.369281094146,2026.9598338449925,44.44296556009824, United-States, >50K
47.33494461851765, Private,235135.48744748722, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,521.4840978446316,141.4267057177528,39.801229529075044, United-States, >50K
31.06091560052837, Private,80080.96806876386, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,-2326.3676264206315,37.30842624910183,28.537214454110966, United-States, >50K
45.381338869469936, Local-gov,382599.4167699824, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,443.47761609510087,1865.6443725327174,51.10765460741521, United-States, >50K
57.5516022130154, State-gov,263454.2059875239, Doctorate,16, Never-married, Exec-managerial, Not-in-family, White, Female,-1364.2940112661115,-92.91689239487279,43.76191421767372, United-States, >50K
39.18257175465141, Self-emp-inc,26804.057074077602, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,-947.6663171174755,-82.01780709071214,62.238566160077596, United-States, >50K
49.106897813953495, Private,62545.9330274871, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,342.22620656457855,-9.42178458677229,45.035009592097815, United-States, >50K
34.09721188842129, Private,111161.77809151802, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,483.38275292410503,-39.63466390426747,39.609559820446044, United-States, >50K
55.84122472122019, Self-emp-inc,129303.7816182902, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-186.9232656536501,-1.0697030620263916,34.70625775015398, United-States, >50K
42.914541006809586, Private,164094.0180106658, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,-1638.1301684396356,-48.49184230091733,59.977123162974486, United-States, >50K
43.12839449715645, Federal-gov,273998.4691081983, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,1582.4261638140788,18.71687852031873,40.37732114604959, United-States, >50K
74.03911437602437, Private,145792.33119779, Some-college,10, Widowed, Sales, Not-in-family, White, Male,-515.8074604332619,55.753628646456704,36.65183594475435, United-States, >50K
28.91185654795993, Private,199906.2175292665, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,1590.9777112712852,67.90854499307083,37.356010159064354, United-States, >50K
43.32227291835282, Private,149780.93093504204, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-845.402969939362,-6.558923276027485,49.48220956357754, United-States, >50K
27.1356405192631, Private,77890.546114798, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-836.4558488338012,-44.350965212051946,38.60498884772641, United-States, >50K
40.04286890821234, Self-emp-inc,34113.58869902228, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,352.7342501926464,-17.17850354057076,61.28053328374948, United-States, >50K
44.23847636179721, Federal-gov,29158.41510579115, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,12989.939716972003,-18.96192395571437,39.357969204153456, United-States, >50K
25.24915020576975, Private,200469.18888065373, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-597.8518496565291,37.24426023907848,61.769462326083065, Mexico, >50K
65.10890066839852, Self-emp-not-inc,174046.44189316116, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-1450.4501041468955,46.1341039806222,42.31281479428256, United-States, >50K
42.98690510155075, Private,144717.56820902237, Masters,14, Divorced, Exec-managerial, Unmarried, Black, Female,16030.127571604355,-34.80972754405748,62.291362822948436, United-States, >50K
37.123934078838566, Private,28543.19573284732, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,8622.753562444857,-42.87803755979009,59.68365442153856, United-States, >50K
33.87710318012794, Private,29805.644400314544, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4844.864032828354,-6.480569897475505,49.16279323183509, United-States, >50K
60.83602295917126, Self-emp-not-inc,224973.33411858766, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-21.650376591324402,31.96901523277117,34.82458876855283, United-States, >50K
34.99367076304505, Private,113828.92148071722, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,6793.413491277283,-2.393774985025942,49.1662466934236, United-States, >50K
58.43394771911715, State-gov,188960.98228707598, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,899.173034408788,11.769563725873454,40.720756119032046, United-States, >50K
47.399807492647355, Self-emp-not-inc,378312.3009310529, Some-college,10, Divorced, Sales, Unmarried, White, Male,-173.1958703059056,-16.614001966073943,63.49201728873408, United-States, >50K
31.748458651483503, Private,159385.62739192275, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-683.5339502470933,-103.05909275205995,56.27779376071126, United-States, >50K
45.360773524342434, Self-emp-inc,52098.133597796696, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,988.5531082650659,34.74327036227146,50.13783955041251, United-States, >50K
45.3518962126964, Federal-gov,267247.098699323, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-1481.6089520786657,26.91244036087619,47.53532540391653, United-States, >50K
46.13532496171913, Private,116049.1900138219, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,1753.3923441631607,13.67760487580425,35.768737485871306, Cambodia, >50K
34.02182079993024, Private,138491.7390823788, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,-596.9658603962887,-35.43752011010183,45.47411471662492, United-States, >50K
49.84206296480615, Private,229988.78572720973, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,-741.9631256058324,1848.1631206613758,37.24600859988478, United-States, >50K
35.9607322545805, Private,104921.40300247494, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,663.7678170127147,1991.4807674710673,44.841117633486064, United-States, >50K
58.44716469746746, Self-emp-inc,125255.19314981077, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,27969.860670494967,17.1697734397481,39.03529055022567, United-States, >50K
49.71237705610994, Private,85381.01869528035, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7245.300643115803,18.072798541403785,53.2203863379789, ?, >50K
50.882408113245305, Private,161758.39584513416, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-1527.0458660707511,-43.061646609067864,50.32716784761089, United-States, >50K
58.87509526754641, Private,174684.14839323427, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-120.71737557646611,-43.590519845073416,40.213913100487055, United-States, >50K
43.089443600144385, Private,166809.2423144891, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-328.0668147486788,71.62428681219669,52.94526105818246, United-States, >50K
41.879459152498804, Private,198452.86332458325, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,-1278.6190890810442,12.010127426011792,44.87968782573459, United-States, >50K
29.66018013739658, Private,86662.27712216688, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,1271.610260387953,-102.01516553735668,49.33232814642272, United-States, >50K
66.57040284812255, Private,145961.5215563785, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,214.75828128674277,24.098380942641384,50.562863270427755, United-States, >50K
53.253163765268404, Private,77762.26745460554, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,-2451.4291544012885,-36.05996601152842,30.431238299444516, United-States, >50K
37.25015435206368, Private,286487.5079064499, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,760.6207129570125,72.01910872635924,40.19261669234676, United-States, >50K
51.54661412374837, Federal-gov,102850.31076598882, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,1265.7321251596575,47.33076717893229,40.3099289867605, United-States, >50K
55.375368513092, Private,112958.37110069064, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,205.95559840087242,29.300311469895398,40.75997510743239, United-States, >50K
41.15204157710752, Private,168290.91177887996, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-115.04697905269563,3.7349026964937053,42.99894215533962, United-States, >50K
36.52412729938546, Local-gov,381596.45599725295, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,680.0654078194258,58.497071056387796,36.246730689863455, Germany, >50K
34.98157132509475, Private,278195.0578702835, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,1073.4226011174887,78.59625298921935,46.64472125408424, United-States, >50K
24.970270011252737, Local-gov,212547.66899071675, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,201.41161333962077,-4.30024713631046,43.915358636133114, United-States, >50K
35.156944675717, Private,178547.92594438975, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,99854.62214048435,73.80446323406493,44.12682875863841, United-States, >50K
41.91772281704589, Local-gov,148670.35645345817, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,636.1119221995991,-56.10044778250541,43.78074320670327, United-States, >50K
57.91266573502067, Private,150369.61477476291, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,6038.14952095437,104.30392920622144,70.80180681768049, United-States, >50K
39.81270010042508, Private,203115.14849365634, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,432.43287789243743,40.191072029315414,44.32743224525802, United-States, >50K
56.94621809797922, Self-emp-inc,59827.22788052155, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male,-671.858708761639,-20.899082099754338,57.440072319217734, United-States, >50K
47.50217403067744, ?,122516.09975809848, Some-college,10, Never-married, ?, Not-in-family, White, Male,9814.605544745933,-114.5901707109489,59.150246333421954, United-States, >50K
38.6719080558675, Private,154662.3056226276, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,661.2986630492996,-80.19798590697444,38.39294678727801, United-States, >50K
31.199167828362064, Private,110168.5397821996, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,1053.5634063563032,6.016806050786116,38.1680676712881, Laos, >50K
33.70579305842459, State-gov,180207.86441629648, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7604.307493870113,-165.98284206259882,54.95904215862319, United-States, >50K
24.445081310807012, Private,305585.80941260763, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,-1604.7975688070098,40.68946143200645,41.585980013797474, United-States, >50K
44.121952550420374, Private,99191.30002285514, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,1107.596420144255,1956.646487125448,39.46812480355873, United-States, >50K
39.472834071718296, Private,177138.3212528595, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-1.4046627614450244,60.10861973904997,37.91391739678266, United-States, >50K
51.68703882735421, Local-gov,189108.48665093523, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,739.6001663883716,26.807208828591108,38.29354597112607, United-States, >50K
44.162288888568575, Private,124454.76273552328, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,93.45372409197523,-102.09468963028318,43.10937077138515, United-States, >50K
42.4991497359806, Private,122183.55503448259, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,1007.1155199946386,-74.66290869023022,41.39662220378709, United-States, >50K
49.27602814241391, Self-emp-not-inc,40411.92124136147, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,1003.0100226668744,8.244747920866274,48.457340437393455, United-States, >50K
33.258741937172886, Private,185086.72987820223, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,328.56776741509,-43.993124897713116,47.90671240986013, United-States, >50K
29.649579561379646, Local-gov,348895.6986799132, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,158.02310086149805,-39.22939155392905,39.616343048859264, Hong, >50K
55.764698611704475, Private,175371.5363040104, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-859.8398310303608,-33.57571010874517,42.1416438152197, United-States, >50K
52.18301537135627, State-gov,225900.609349822, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,1387.643420764473,27.12963201579489,50.299219677219966, United-States, >50K
43.66231944467242, Local-gov,170865.5549845756, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,99377.18943628503,-52.437982519336586,40.827025741500364, United-States, >50K
50.29909674231925, Local-gov,124199.60152566698, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,-730.0128206733921,108.1980178945498,42.42514906832746, United-States, >50K
45.93691580652564, Federal-gov,228976.67162621726, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,-130.16274328172767,22.07967107665506,59.50883791631748, United-States, >50K
30.19815733762527, Self-emp-not-inc,179481.29815381102, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,-6.3553697523148,-64.04003956313993,28.478003056652113, United-States, >50K
44.59526444823068, Private,145055.85459440685, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,-420.62332623950033,-33.071433943825426,40.468289763240115, United-States, >50K
34.78821772916444, Private,132119.13283103856, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,2748.655534658971,51.400713459764695,41.87976294178383, United-States, >50K
42.97282181596421, Private,212590.79276964627, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2316.2810291799133,-78.28308340527117,42.641458366836, United-States, >50K
44.8085740065822, Federal-gov,186665.8692393635, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,-1095.6798178002562,47.4297740108187,49.3409477378629, United-States, >50K
70.56698424307378, ?,275835.2914824681, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,456.5175703528197,6.451032460758881,46.80127682251948, United-States, >50K
45.864037049672284, Private,220799.4415857718, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Other, Female,-1765.0619973433338,91.02967941909776,29.050922416402116, Mexico, >50K
36.88391026400258, Private,287425.9394443409, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-2145.3791412154233,9.7773820062299,41.90930942985593, ?, >50K
45.70963028549249, Private,201994.97417999167, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,408.33774411496915,69.02252799733127,35.69973153549096, United-States, >50K
46.97259809996731, Local-gov,66039.21538881608, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,545.7496099889262,-85.03450871872631,39.03467253898983, United-States, >50K
52.71616385391626, Private,132732.5410335669, 1st-4th,2, Married-civ-spouse, Exec-managerial, Husband, White, Male,-2184.506889358254,30.820242700834193,50.90475226702493, United-States, >50K
60.89391716195251, Local-gov,204282.43210448255, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-542.6223941660708,76.03747266804211,50.09358550512733, United-States, >50K
33.67348683141547, Private,126213.98777730382, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-118.78355664115134,-100.16268504333529,41.29268511115079, Germany, >50K
50.267743006091216, Self-emp-inc,324190.49151510687, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,100288.660730874,-76.04578788941502,63.7307072905452, United-States, >50K
35.39411366062972, Private,125434.58706395188, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,-123.01457409912018,110.94349396811091,60.94707662488869, United-States, >50K
49.4855915622474, Private,56976.797818545136, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6170.099490355119,-16.861602021679914,39.3378492377609, United-States, >50K
65.66956365417903, Private,251613.74228403502, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,-634.4047255004484,67.97875919114514,39.17583712970315, United-States, >50K
49.51480209258644, Federal-gov,25461.350917573436, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,267.27457140875924,44.585632060846244,43.192096941267664, Germany, >50K
36.95145214549352, Private,192628.35583839932, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,660.6306090923009,-81.4920718519992,37.73059195003728, United-States, >50K
33.51246100838049, Private,117228.41288518229, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,11549.089295570759,-39.55932783080452,35.19282687772653, United-States, >50K
51.3791651874649, Self-emp-inc,270440.57575781073, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,14684.489780491418,-48.77995872925881,58.964363356346716, United-States, >50K
41.47723160509382, Private,21198.987740989163, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-338.93002630325213,-79.7024357883722,36.993687564624096, United-States, >50K
52.09746438120027, Local-gov,161548.6836928919, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,525.9948012076713,-62.4367884694726,42.31142445403523, United-States, >50K
44.27807078971259, Private,213301.9208481951, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,12.279118334721261,1985.3040301540896,56.02773235216076, United-States, >50K
39.14192914986122, Private,162696.16077169165, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,1336.0842785662758,-22.52539747352222,62.90175660771983, United-States, >50K
30.482335380993824, Private,7904.0409957004595, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-821.7209751509711,-9.15711261897259,38.93267070968157, Mexico, >50K
51.76569757307889, Private,141233.7347489062, 12th,8, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,441.64831909436634,-59.752026608913,43.245510320141214, Cambodia, >50K
46.087131286047715, Private,152978.11523297406, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,-484.8426469773408,8.16500054736315,16.493982872975508, United-States, >50K
40.01138071345856, Private,134079.80656004066, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,605.7291849802963,123.2989268330692,37.936567323542754, United-States, >50K
44.20096172169064, Local-gov,169193.59471181632, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3989.995335690366,-112.12556349890544,40.76005922819829, United-States, >50K
37.34553961643451, Local-gov,40908.06873705829, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,2058.3844126480244,7.48579310260169,43.19858568917734, United-States, >50K
54.71384313605479, Private,168981.83398748082, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-310.24239884557005,29.241884374151383,38.36703324309944, United-States, >50K
40.48304099713276, Self-emp-not-inc,77222.02299032013, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7605.350755468962,-49.26838800785096,71.07215083689789, United-States, >50K
54.895461134943496, Private,175021.96154745985, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-706.0743610340746,6.419821456917944,49.4037613636868, Poland, >50K
37.24806419783791, Local-gov,363617.4452303037, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,-216.01756065909058,64.0452599723964,45.32411450808884, United-States, >50K
46.78177797503476, Private,253187.73741811336, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-1109.9402641379882,15.963080719322079,48.659516707098284, United-States, >50K
44.70264670596075, Private,175956.0003682146, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,291.04798210351316,-100.76510810819106,59.728308138760696, United-States, >50K
43.11097159920685, Private,111941.09076186364, Doctorate,16, Married-civ-spouse, Exec-managerial, Wife, White, Female,16660.934522700405,118.26814388507526,32.497524450268756, United-States, >50K
49.93023279645246, Private,182309.60112166608, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-668.6584450747603,1939.1855115443047,41.911646863070516, United-States, >50K
43.37955326664007, Private,737418.4927240694, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-1114.7491432384388,-30.85213363552026,70.744496822455, United-States, >50K
33.09795840372627, State-gov,397294.9516596374, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,-768.1994363501217,65.85165565714044,38.89283646241579, United-States, >50K
29.564067597734518, Private,390999.6377346574, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,-1737.2365398912896,38.22499603330217,40.05135079589943, United-States, >50K
44.677694943621155, Private,180500.16719724293, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-77.61007169548952,1995.4508650918935,40.05410108467388, United-States, >50K
32.98901386598265, Private,165130.56561810564, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,1158.012700367337,-75.87666190456461,36.07090649326801, United-States, >50K
48.682949574088596, Private,231991.7609763503, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1390.6045946046388,-27.188256273569777,41.75323180244529, United-States, >50K
22.64291996984784, Private,433853.67804801103, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,-1482.099041399393,-7.710453624815841,48.907076465376775, United-States, >50K
53.16049856740047, Private,199915.30168088173, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-898.4548669987778,34.000126222673416,42.67667834607972, United-States, >50K
33.76743624540695, Local-gov,200170.1350877592, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,1205.1150452210445,34.63769485720623,41.423642987257644, United-States, >50K
52.84729943488108, Self-emp-inc,236743.1495982996, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-876.3266707092569,2354.9778771139418,50.95920238750159, United-States, >50K
50.38232484202577, Local-gov,78990.34161689517, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,1214.644691213567,12.748311116043467,39.75534441521384, United-States, >50K
48.38115837852992, Private,107601.62706689721, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-386.43312467746205,-60.242797316254226,37.938839347484326, United-States, >50K
