0,1,2,3,4,5
3.0,1.0,1.0,0.0,-0.556412961905542,-0.031239532814255844
0.8843205378684436,1.0,0.0,0.21171457516702075,1.325468972161859,0.0
3.0,1.587283805440492,1.094874358536234,0.0,1.5284780950080048,0.0
1.0,2.271460224156587,1.0,-0.655391071589114,0.0,0.0
3.0,1.1723526191545945,2.0,1.876679193420424,2.0,0.719597223064314
3.0,0.9234833000603904,2.0,1.3606211204001177,2.0,0.2678129673231278
3.0,0.0,0.6389754244768286,2.0,2.0,2.1906407606570775
0.04695832125032551,1.4541822691550081,0.0,2.0,0.0,0.0
2.2537116506442816,0.0011132091692365176,1.270001429768238,2.0,1.0,1.0
2.167050849309888,0.0,0.2840164657410146,0.0,2.0,0.09918465652256331
0.0,3.0,0.8305805570819467,0.8433120883970423,1.6857491717452313,2.0
2.0527513551284575,0.10351296434563806,1.0,1.0,1.0,2.0
2.04956936595213,2.0,3.0,2.0,2.0,-0.2644007759501483
3.280402832488032,3.0,1.7133471900086013,2.0,0.147534117211352,1.0
1.2474598867651383,3.0,2.0,0.0,1.0,0.20558523405564738
2.0,3.3553753781902564,3.0,1.0,0.9890941177078092,0.4671928038418383
3.0,3.0,3.4145788451780117,0.0,0.0,0.07306582035801967
2.0,0.0,3.2614604264076155,0.6216407885990667,2.0,0.0
1.6957784281209665,0.0,1.0,2.0,1.0,0.8679868326843145
0.5062526087672925,3.0,1.085766359880693,2.0,2.0,0.0
1.7396517794347752,1.0,0.0,2.0,0.0,1.1006579474680087
1.0,1.1951071302945493,3.0,2.0,1.0,0.8470793897347291
2.9537599581686216,0.0,2.5365275231467868,0.0,1.0,0.0
1.1673181171982885,1.0,3.0,0.0,1.344581026718362,0.5597575176496574
0.07157315066730718,2.0,1.0,-0.13424485002002884,0.0,1.1969529863583668
0.6307332940489444,2.92016757636425,1.0,1.0,0.0,-0.04794323574825976
0.0,0.19381011882886345,0.0,0.0,1.1061742885074486,1.0
0.0,0.0,2.0,1.8259087975926613,0.9657288413446596,0.0
