0,1,2,3,4,5
0.99998873,0.9999962,0.99999994,0.9999814,0.99997747,0.9999718
0.9999904,0.9999976,0.99999994,0.9999375,0.99997336,0.999971
0.999991,0.9999973,0.99999994,0.99993986,0.9999734,0.9999699
0.9999898,0.99999565,0.99999994,0.99998313,0.99997073,0.99997634
0.99999136,0.9999958,0.99999994,0.9999806,0.9999716,0.9999735
0.9999898,0.9999976,0.99999994,0.9999376,0.9999731,0.9999707
0.9999901,0.99999547,0.99999994,0.9999821,0.9999738,0.99997604
0.9999915,0.9999978,0.99999994,0.9999326,0.99997056,0.99997133
0.99999183,0.9999973,0.99999994,0.9999385,0.9999684,0.9999751
0.999991,0.99999607,0.99999994,0.99998146,0.99997437,0.99996984
0.9999903,0.99999744,0.99999994,0.99995106,0.9999706,0.9999697
0.9999901,0.99999595,0.99999994,0.99998116,0.999974,0.9999748
0.99999017,0.9999958,0.99999994,0.9999818,0.9999751,0.999973
0.99999005,0.9999957,0.99999994,0.9999823,0.9999739,0.9999734
0.99999046,0.99999565,0.99999994,0.9999829,0.9999734,0.99997264
0.99999064,0.99999595,0.99999994,0.9999818,0.99997306,0.9999737
0.9999915,0.9999976,0.99999994,0.99994385,0.9999703,0.99997115
0.9999909,0.9999976,0.99999994,0.9999264,0.99997455,0.99997514
0.99999076,0.9999978,0.99999994,0.99992055,0.9999725,0.9999742
0.99998945,0.9999977,0.99999994,0.9999478,0.99997514,0.9999745
0.999991,0.9999958,0.99999994,0.9999811,0.99997413,0.99997276
0.99998933,0.99999636,0.99999994,0.9999786,0.9999779,0.9999721
0.9999893,0.99999785,0.99999994,0.99993765,0.9999754,0.99997103
0.9999893,0.99999624,0.99999994,0.9999809,0.9999777,0.9999711
0.99999034,0.99999595,0.99999994,0.9999818,0.9999732,0.99997187
0.9999898,0.9999962,0.99999994,0.99998146,0.999974,0.9999729
0.99999046,0.99999726,0.99999994,0.9999565,0.9999714,0.9999714
0.999989,0.9999958,0.99999994,0.99998164,0.99997586,0.99997455
0.9999889,0.9999963,0.99999994,0.999982,0.99997413,0.99997306
0.9999907,0.99999577,0.99999994,0.9999838,0.9999747,0.99996775
0.9999906,0.99999744,0.99999994,0.9999443,0.99997675,0.999974
0.9999913,0.99999774,0.99999994,0.9999353,0.99997073,0.99997306
0.99998975,0.999998,0.99999994,0.99993676,0.99997294,0.9999719
0.99998933,0.9999977,0.99999994,0.9999357,0.99997485,0.9999732
0.9999912,0.9999953,0.99999994,0.9999821,0.9999734,0.999974
